year_film,year_award,ceremony,category,nominee,film,win,reducedString,tconst,primaryTitle,originalTitle
2007,2008,65,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Page,Juno,False,juno,tt0239512,Juno,Juno
2007,2008,65,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Gosling,Lars and the Real Girl,False,lars and real girl,tt0805564,Lars and the Real Girl,Lars and the Real Girl
2007,2008,65,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Hanks,Charlie Wilson's War,False,charlie wilsons war,tt0472062,Charlie Wilson's War,Charlie Wilson's War
2007,2008,65,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John C. Reilly,Walk Hard: The Dewey Cox Story,False,walk hard dewey cox story,tt0841046,Walk Hard: The Dewey Cox Story,Walk Hard: The Dewey Cox Story
2007,2008,65,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cate Blanchett,I'm Not There,True,im not there,tt0368794,I'm Not There,I'm Not There
2007,2008,65,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Ryan,Gone Baby Gone,False,gone baby gone,tt0452623,Gone Baby Gone,Gone Baby Gone
2007,2008,65,Best Performance by an Actor in a Supporting Role in any Motion Picture,Javier Bardem,No Country for Old Men,True,no country for old men,tt0477348,No Country for Old Men,No Country for Old Men
2007,2008,65,Best Original Score - Motion Picture,Clint Eastwood,Grace Is Gone,False,grace is gone,tt0772168,Grace Is Gone,Grace Is Gone
2007,2008,65,Best Original Score - Motion Picture,Alberto Iglesias,The Kite Runner,False,kite runner,tt0419887,The Kite Runner,The Kite Runner
2007,2008,65,Best Original Score - Motion Picture,"Kaki King, Eddie Vedder, Michael Brook",Into The Wild,False,into wild,tt0758758,Into the Wild,Into the Wild
2007,2008,65,Best Original Song - Motion Picture,"""Despedida"", Shakira, Antonio Pinto",Love in the Time of Cholera,False,love in time of cholera,tt0484740,Love in the Time of Cholera,Love in the Time of Cholera
2007,2008,65,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ruth Wilson,Jane Eyre,False,jane eyre,tt0116684,Jane Eyre,Jane Eyre
2007,2008,65,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Bryce Dallas Howard,As You Like It,False,as you like it,tt0103723,As You Like It,As You Like It
2007,2008,65,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,James Nesbitt,Jekyll,False,jekyll,tt0393394,Jekyll,Jekyll
2007,2008,65,Best Performance by an Actress In A Television Series - Drama,Glenn Close,Damages,True,damages,tt2413216,Damages,Damages
2007,2008,65,Best Performance by an Actress In A Television Series - Drama,Sally Field,Brothers & Sisters,False,brothers sisters,tt2654488,Brothers & Sisters,Brothers & Sisters
2007,2008,65,Best Performance by an Actor in a Television Series - Musical or Comedy,Ricky Gervais,Extras,False,extras,tt0168746,Extras,Extras
2008,2009,66,Best Performance by an Actress in a Motion Picture - Drama,Kate Winslet,Revolutionary Road,True,revolutionary road,tt0959337,Revolutionary Road,Revolutionary Road
2008,2009,66,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Doubt,False,doubt,tt0918927,Doubt,Doubt
2008,2009,66,Best Performance by an Actress in a Motion Picture - Drama,Anne Hathaway,Rachel Getting Married,False,rachel getting married,tt1084950,Rachel Getting Married,Rachel Getting Married
2008,2009,66,Best Performance by an Actress in a Motion Picture - Drama,Angelina Jolie,Changeling,False,changeling,tt0080516,The Changeling,The Changeling
2008,2009,66,Best Performance by an Actress in a Motion Picture - Drama,Angelina Jolie,Changeling,False,changeling,tt0824747,Changeling,Changeling
2008,2009,66,Best Performance by an Actor in a Motion Picture - Drama,Mickey Rourke,The Wrestler,True,wrestler,tt0070930,The Wrestler,The Wrestler
2008,2009,66,Best Performance by an Actor in a Motion Picture - Drama,Brad Pitt,The Curious Case of Benjamin Button,False,curious case of benjamin button,tt0421715,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
2008,2009,66,Best Performance by an Actor in a Motion Picture - Drama,Frank Langella,Frost/Nixon,False,frostnixon,tt0870111,Frost/Nixon,Frost/Nixon
2008,2009,66,Best Performance by an Actor in a Motion Picture - Drama,Sean Penn,Milk,False,milk,tt0147046,Milk,Milk
2008,2009,66,Best Performance by an Actor in a Motion Picture - Drama,Sean Penn,Milk,False,milk,tt2251090,Milk?,Milk?
2008,2009,66,Best Performance by an Actor in a Motion Picture - Drama,Sean Penn,Milk,False,milk,tt27672725,The Milky Way,Milk
2008,2009,66,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sally Hawkins,Happy-Go-Lucky,True,happygolucky,tt1045670,Happy-Go-Lucky,Happy-Go-Lucky
2008,2009,66,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rebecca Hall,Vicky Cristina Barcelona,False,vicky cristina barcelona,tt0497465,Vicky Cristina Barcelona,Vicky Cristina Barcelona
2008,2009,66,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Frances McDormand,Burn After Reading,False,burn after reading,tt0887883,Burn After Reading,Burn After Reading
2008,2009,66,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Mamma Mia!,False,mamma mia,tt0795421,Mamma Mia!,Mamma Mia!
2008,2009,66,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Mamma Mia!,False,mamma mia,tt13399184,Mamma Mia,Mamma Mia
2008,2009,66,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Thompson,Last Chance Harvey,False,last chance harvey,tt1046947,Last Chance Harvey,Last Chance Harvey
2008,2009,66,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colin Farrell,In Bruges,True,in bruges,tt0780536,In Bruges,In Bruges
2008,2009,66,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Franco,Pineapple Express,False,pineapple express,tt0910936,Pineapple Express,Pineapple Express
2008,2009,66,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Cruise,Tropic Thunder,False,tropic thunder,tt0942385,Tropic Thunder,Tropic Thunder
2008,2009,66,Best Director - Motion Picture,Danny Boyle,Slumdog Millionaire,True,slumdog millionaire,tt1010048,Slumdog Millionaire,Slumdog Millionaire
2008,2009,66,Best Original Score - Motion Picture,James Newton Howard,Defiance,False,defiance,tt0080605,Defiance,Defiance
2008,2009,66,Best Original Song - Motion Picture,"Gran Torino, Clint Eastwood, Jamie Cullum, Kyle Eastwood, Michael Stevens",Gran Torino,False,gran torino,tt1205489,Gran Torino,Gran Torino
2008,2009,66,Best Original Song - Motion Picture,"""I Thought I Lost You"", Miley Cyrus, Jeffrey Steele",Bolt,False,bolt,tt0397892,Bolt,Bolt
2008,2009,66,Best Original Song - Motion Picture,"""Once In A Lifetime"", Beyoncé, Scott McFarnon, Ian Dench, James Dring, Jody Street, Amanda Ghost",Cadillac Records,False,cadillac records,tt1042877,Cadillac Records,Cadillac Records
2008,2009,66,Best Original Song - Motion Picture,"""Down To Earth"", Peter Gabriel, Thomas Newman",Wall-E,False,walle,tt0910970,WALL·E,WALL·E
2008,2009,66,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Susan Sarandon,Bernard And Doris,False,bernard and doris,tt0470732,Bernard and Doris,Bernard and Doris
2008,2009,66,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Shirley MacLaine,Coco Chanel,False,coco chanel,tt15107752,Coco Chanel,Coco Chanel
2008,2009,66,Best Performance by an Actress In A Television Series - Drama,Anna Paquin,True Blood,True,true blood,tt0098525,True Blood,True Blood
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Jeff Bridges,Crazy Heart,True,crazy heart,tt1263670,Crazy Heart,Crazy Heart
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,George Clooney,Up In The Air,False,up in air,tt0065159,Up in the Air,Up in the Air
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Colin Firth,A Single Man,False,a single man,tt1315981,A Single Man,A Single Man
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Morgan Freeman,Invictus,False,invictus,tt1057500,Invictus,Invictus
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Tobey Maguire,Brothers,False,brothers,tt0075787,Brothers,Brothers
2009,2010,67,Best Performance by an Actor in a Motion Picture - Drama,Tobey Maguire,Brothers,False,brothers,tt0250274,The Brothers,The Brothers
2009,2010,67,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Julie & Julia,True,julie julia,tt1135503,Julie & Julia,Julie & Julia
2009,2010,67,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marion Cotillard,Nine,False,nine,tt0875034,Nine,Nine
2009,2010,67,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marion Cotillard,Nine,False,nine,tt12452380,The Nine,The Nine
2009,2010,67,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts,Duplicity,False,duplicity,tt0220371,Duplicity,Duplicity
2009,2010,67,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,It's Complicated,False,its complicated,tt1230414,It's Complicated,It's Complicated
2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert Downey Jr.,Sherlock Holmes,True,sherlock holmes,tt0988045,Sherlock Holmes,Sherlock Holmes
2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matt Damon,The Informant!,False,informant,tt0119368,The Informant,The Informant
2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matt Damon,The Informant!,False,informant,tt1130080,The Informant!,The Informant!
2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matt Damon,The Informant!,False,informant,tt12193800,Informant,Informant
2009,2010,67,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joseph Gordon-Levitt,(500) Days of Summer,False,v00 days of summer,tt1022603,500 Days of Summer,(500) Days of Summer
2009,2010,67,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christoph Waltz,Inglourious Basterds,True,inglourious basterds,tt0361748,Inglourious Basterds,Inglourious Basterds
2009,2010,67,Best Director - Motion Picture,James Cameron,Avatar,True,avatar,tt0499549,Avatar,Avatar
2009,2010,67,Best Screenplay - Motion Picture,"Neill Blomkamp, Terri Tatchell",District 9,False,district ix,tt1136608,District 9,District 9
2009,2010,67,Best Original Score - Motion Picture,Michael Giacchino,Up,True,up,tt0075376,Up!,Up!
2009,2010,67,Best Original Score - Motion Picture,Michael Giacchino,Up,True,up,tt1049413,Up,Up
2009,2010,67,Best Original Score - Motion Picture,"Karen O, Carter Burwell",Where The Wild Things Are,False,where wild things are,tt0386117,Where the Wild Things Are,Where the Wild Things Are
2009,2010,67,Best Original Song - Motion Picture,"""(I Want To) Come Home"", Paul McCartney",Everybody's Fine,False,everybodys fine,tt0780511,Everybody's Fine,Everybody's Fine
2009,2010,67,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Drew Barrymore,Grey Gardens,True,grey gardens,tt0073076,Grey Gardens,Grey Gardens
2009,2010,67,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Chiwetel Ejiofor,Endgame,False,endgame,tt0292502,Endgame,Endgame
2009,2010,67,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Chiwetel Ejiofor,Endgame,False,endgame,tt14852334,The EndGame,The EndGame
2009,2010,67,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Brendan Gleeson,Into The Storm,False,into storm,tt10449526,Into the Storm,Into the Storm
2009,2010,67,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,The Good Wife,True,good wife,tt0093106,The Good Wife,The Good Wife
2010,2011,68,Best Performance by an Actress in a Motion Picture - Drama,Natalie Portman,Black Swan,True,black swan,tt0271400,Black Swan,Black Swan
2010,2011,68,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Rabbit Hole,False,rabbit hole,tt0935075,Rabbit Hole,Rabbit Hole
2010,2011,68,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Rabbit Hole,False,rabbit hole,tt5466442,Rabbit hole,Rabbit hole
2010,2011,68,Best Performance by an Actress in a Motion Picture - Drama,Jennifer Lawrence,Winter's Bone,False,winters bone,tt1399683,Winter's Bone,Winter's Bone
2010,2011,68,Best Performance by an Actress in a Motion Picture - Drama,Michelle Williams,Blue Valentine,False,blue valentine,tt1120985,Blue Valentine,Blue Valentine
2010,2011,68,Best Performance by an Actor in a Motion Picture - Drama,Colin Firth,The King's Speech,True,kings speech,tt1504320,The King's Speech,The King's Speech
2010,2011,68,Best Performance by an Actor in a Motion Picture - Drama,Jesse Eisenberg,The Social Network,False,social network,tt1285016,The Social Network,The Social Network
2010,2011,68,Best Performance by an Actor in a Motion Picture - Drama,James Franco,127 Hours,False,1iivii hours,tt1542344,127 Hours,127 Hours
2010,2011,68,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anne Hathaway,Love & Other Drugs,False,love other drugs,tt0758752,Love & Other Drugs,Love & Other Drugs
2010,2011,68,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,Easy A,False,easy a,tt1282140,Easy A,Easy A
2010,2011,68,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Paul Giamatti,Barney's Version,True,barneys version,tt1423894,Barney's Version,Barney's Version
2010,2011,68,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Alice in Wonderland,False,alice in wonderland,tt0468642,Alice in Wonderland,Alice in Wonderland
2010,2011,68,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Spacey,Casino Jack,False,casino jack,tt1194417,Casino Jack,Casino Jack
2010,2011,68,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jacki Weaver,Animal Kingdom,False,animal kingdom,tt1313092,Animal Kingdom,Animal Kingdom
2010,2011,68,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Douglas,Wall Street: Money Never Sleeps,False,wall street money never sleeps,tt1027718,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps
2010,2011,68,Best Director - Motion Picture,Christopher Nolan,Inception,False,inception,tt1375666,Inception,Inception
2010,2011,68,Best Original Song - Motion Picture,"""You Haven't Seen The Last of Me"", Diane Warren",Burlesque,True,burlesque,tt0321553,Burlesque,Burlesque
2010,2011,68,Best Original Song - Motion Picture,"""Coming Home"", Bob DiPiero, Tom Douglas, Hillary Lindsey, Troy Verges",Country Strong,False,country strong,tt1555064,Country Strong,Country Strong
2010,2011,68,Best Original Song - Motion Picture,"I See The Light, Alan Menken, Glenn Slater",Tangled,False,tangled,tt0117831,Tangled,Tangled
2010,2011,68,Best Original Song - Motion Picture,"""There's A Place For Us"", Carrie Underwood, David Hodges, Hillary Lindsey",The Chronicles of Narnia: The Voyage of The Dawn Treader,False,chronicles of narnia voyage of dawn treader,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader
2010,2011,68,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Romola Garai,Emma,False,emma,tt0116191,Emma,Emma
2010,2011,68,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Romola Garai,Emma,False,emma,tt2969056,Emma!,Emma!
2010,2011,68,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Romola Garai,Emma,False,emma,tt9214832,Emma.,Emma.
2010,2011,68,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,False,luther,tt0070346,Luther,Luther
2010,2011,68,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Edgar Ramírez,Carlos,False,carlos,tt20417104,Carlos,Carlos
2011,2012,69,Best Performance by an Actress in a Motion Picture - Drama,Glenn Close,Albert Nobbs,False,albert nobbs,tt1602098,Albert Nobbs,Albert Nobbs
2011,2012,69,Best Performance by an Actress in a Motion Picture - Drama,Viola Davis,The Help,False,help,tt12870980,Help,Help
2011,2012,69,Best Performance by an Actress in a Motion Picture - Drama,Viola Davis,The Help,False,help,tt1454029,The Help,The Help
2011,2012,69,Best Performance by an Actress in a Motion Picture - Drama,Rooney Mara,The Girl With The Dragon Tattoo,False,girl with dragon tattoo,tt1568346,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo
2011,2012,69,Best Performance by an Actress in a Motion Picture - Drama,Tilda Swinton,We Need To Talk About Kevin,False,we need to talk about kevin,tt1242460,We Need to Talk About Kevin,We Need to Talk About Kevin
2011,2012,69,Best Performance by an Actor in a Motion Picture - Drama,Brad Pitt,Moneyball,False,moneyball,tt1210166,Moneyball,Moneyball
2011,2012,69,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,J. Edgar,False,j edgar,tt1616195,J. Edgar,J. Edgar
2011,2012,69,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Williams,My Week With Marilyn,True,my week with marilyn,tt1655420,My Week with Marilyn,My Week with Marilyn
2011,2012,69,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jodie Foster,Carnage,False,carnage,tt0185976,Carnage,Carnage
2011,2012,69,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Charlize Theron,Young Adult,False,young adult,tt1625346,Young Adult,Young Adult
2011,2012,69,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kristen Wiig,Bridesmaids,False,bridesmaids,tt0380235,Bridesmaids,Bridesmaids
2011,2012,69,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jean Dujardin,The Artist,True,artist,tt1587319,The Artist,The Artist
2011,2012,69,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jean Dujardin,The Artist,True,artist,tt1764185,Artist,Artist
2011,2012,69,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joseph Gordon-Levitt,50/50,False,v0v0,tt1306980,50/50,50/50
2011,2012,69,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Gosling,"Crazy, Stupid, Love.",False,crazy stupid love,tt1570728,"Crazy, Stupid, Love.","Crazy, Stupid, Love."
2011,2012,69,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Gosling,"Crazy, Stupid, Love.",False,crazy stupid love,tt22029884,"Crazy, Stupid, Love","Crazy, Stupid, Love"
2011,2012,69,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Owen Wilson,Midnight In Paris,False,midnight in paris,tt10340148,Midnight in Paris,Midnight in Paris
2011,2012,69,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christopher Plummer,Beginners,True,beginners,tt1532503,Beginners,Beginners
2011,2012,69,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Brooks,Drive,False,drive,tt0101773,Drive,Drive
2011,2012,69,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Brooks,Drive,False,drive,tt0176672,The Drive,The Drive
2011,2012,69,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Brooks,Drive,False,drive,tt2381161,Detour to Route 80,Drive
2011,2012,69,Best Director - Motion Picture,Martin Scorsese,Hugo,True,hugo,tt0171386,Hugo,Hugo
2011,2012,69,Best Original Score - Motion Picture,Abel Korzeniowski,W.E.,False,we,tt1536048,W.E.,W.E.
2011,2012,69,Best Original Score - Motion Picture,Abel Korzeniowski,W.E.,False,we,tt16161570,WE,WE
2011,2012,69,Best Original Score - Motion Picture,Abel Korzeniowski,W.E.,False,we,tt3550014,We,We
2011,2012,69,Best Original Score - Motion Picture,John Williams,War Horse,False,war horse,tt1568911,War Horse,War Horse
2011,2012,69,Best Original Song - Motion Picture,"Hello Hello, Elton John, Lady Gaga, Bernie Taupin",Gnomeo & Juliet,False,gnomeo juliet,tt0377981,Gnomeo & Juliet,Gnomeo & Juliet
2011,2012,69,Best Original Song - Motion Picture,"""The Keeper"", Chris Cornell",Machine Gun Preacher,False,machine gun preacher,tt1586752,Machine Gun Preacher,Machine Gun Preacher
2011,2012,69,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Romola Garai,The Hour,False,hour,tt2395760,The Hour,The Hour
2011,2012,69,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Diane Lane,Cinema Verite,False,cinema verite,tt0212877,Cinéma vérité,Cinéma vérité
2011,2012,69,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Elizabeth McGovern,Downton Abbey,False,downton abbey,tt6398184,Downton Abbey,Downton Abbey
2011,2012,69,Best Performance by an Actress In A Television Series - Drama,Claire Danes,Homeland,True,homeland,tt0179220,Homeland,Homeland
2011,2012,69,Best Performance by an Actress In A Television Series - Drama,Madeleine Stowe,Revenge,False,revenge,tt0067248,Inn of the Frightened People,Revenge
2011,2012,69,Best Performance by an Actress In A Television Series - Drama,Madeleine Stowe,Revenge,False,revenge,tt0100485,Revenge,Revenge
2011,2012,69,Best Performance by an Actress In A Television Series - Drama,Madeleine Stowe,Revenge,False,revenge,tt30145660,The Revenge,The Revenge
2011,2012,69,Best Performance by an Actress In A Television Series - Drama,Callie Thorne,Necessary Roughness,False,necessary roughness,tt0102517,Necessary Roughness,Necessary Roughness
2011,2012,69,Best Performance by an Actor In A Television Series - Drama,Kelsey Grammer,Boss,True,boss,tt0120614,Boss,Boss
2011,2012,69,Best Performance by an Actor In A Television Series - Drama,Kelsey Grammer,Boss,True,boss,tt0182849,The Boss,The Boss
2011,2012,69,Best Performance by an Actress in a Television Series - Musical or Comedy,Laura Dern,Enlightened,True,enlightened,tt12748100,Enlightened,Enlightened
2011,2012,69,Best Performance by an Actress in a Television Series - Musical or Comedy,Zooey Deschanel,New Girl,False,new girl,tt0869112,New Girl,New Girl
2012,2013,70,Best Performance by an Actress in a Motion Picture - Drama,Helen Mirren,Hitchcock,False,hitchcock,tt0975645,Hitchcock,Hitchcock
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Lincoln,True,lincoln,tt0443272,Lincoln,Lincoln
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,Richard Gere,Arbitrage,False,arbitrage,tt1764183,Arbitrage,Arbitrage
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Flight,False,flight,tt14071150,Flight,Flight
2012,2013,70,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Flight,False,flight,tt6272434,The Flight,The Flight
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lawrence,Silver Linings Playbook,True,silver linings playbook,tt1045658,Silver Linings Playbook,Silver Linings Playbook
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Salmon Fishing in the Yemen,False,salmon fishing in yemen,tt1441952,Salmon Fishing in the Yemen,Salmon Fishing in the Yemen
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,Quartet,False,quartet,tt0082964,Quartet,Quartet
2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Hope Springs,False,hope springs,tt0314431,Hope Springs,Hope Springs
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman,Les Misérables,True,les miserables,tt0084340,Les Misérables,Les misérables
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman,Les Misérables,True,les miserables,tt3454604,Les misérables,Les misérables
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray,Hyde Park on Hudson,False,hyde park on hudson,tt1477855,Hyde Park on Hudson,Hyde Park on Hudson
2012,2013,70,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Black,Bernie,False,bernie,tt0115658,Bernie,Bernie
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christoph Waltz,Django Unchained,True,django unchained,tt1853728,Django Unchained,Django Unchained
2012,2013,70,Best Performance by an Actor in a Supporting Role in any Motion Picture,Alan Arkin,Argo,False,argo,tt0297741,Argo,Argo
2012,2013,70,Best Director - Motion Picture,Ang Lee,Life of Pi,False,life of pi,tt0454876,Life of Pi,Life of Pi
2012,2013,70,Best Original Score - Motion Picture,Dario Marianelli,Anna Karenina,False,anna karenina,tt0118623,Anna Karenina,Anna Karenina
2012,2013,70,Best Original Score - Motion Picture,"Tom Tykwer, Johnny Klimek, Reinhold Heil",Cloud Atlas,False,cloud atlas,tt1371111,Cloud Atlas,Cloud Atlas
2012,2013,70,Best Original Song - Motion Picture,"""Skyfall"", Adele, Paul Epworth",Skyfall,True,skyfall,tt1074638,Skyfall,Skyfall
2012,2013,70,Best Original Song - Motion Picture,"""For You"", Keith Urban, Monty Powell",Act of Valor,False,act of valor,tt1591479,Act of Valor,Act of Valor
2012,2013,70,Best Original Song - Motion Picture,"""Not Running Anymore"", Jon Bon Jovi",Stand Up Guys,False,stand up guys,tt1389096,Stand Up Guys,Stand Up Guys
2012,2013,70,Best Original Song - Motion Picture,"""Safe & Sound"", Taylor Swift, John Paul White, Joy Williams, T Bone Burnett",The Hunger Games,False,hunger games,tt1392170,The Hunger Games,The Hunger Games
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sienna Miller,The Girl,False,girl,tt0091117,The Girl,The Girl
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sienna Miller,The Girl,False,girl,tt0138467,Girl,Girl
2012,2013,70,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sigourney Weaver,Political Animals,False,political animals,tt10280672,Political Animals,Political Animals
2012,2013,70,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,True,girls,tt0080793,Girls,Girls
2012,2013,70,Best Performance by an Actor in a Television Series - Musical or Comedy,Louis C.K.,Louie,False,louie,tt0076331,Louie,Louie
2012,2013,70,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny Huston,Magic City,False,magic city,tt19409164,The Magic City,The Magic City
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Blue Jasmine,True,blue jasmine,tt2334873,Blue Jasmine,Blue Jasmine
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Sandra Bullock,Gravity,False,gravity,tt0412791,Gravity,Gravity
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Sandra Bullock,Gravity,False,gravity,tt3138972,The Gravity,The Gravity
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench,Philomena,False,philomena,tt2431286,Philomena,Philomena
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Kate Winslet,Labor Day,False,labor day,tt0202450,Labor Day,Labor Day
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson,Saving Mr. Banks,False,saving mr banks,tt2140373,Saving Mr. Banks,Saving Mr. Banks
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Matthew McConaughey,Dallas Buyers Club,True,dallas buyers club,tt0790636,Dallas Buyers Club,Dallas Buyers Club
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Robert Redford,All Is Lost,False,all is lost,tt2017038,All Is Lost,All Is Lost
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Chiwetel Ejiofor,12 Years a Slave,False,1ii years a slave,tt2024544,12 Years a Slave,12 Years a Slave
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,Captain Phillips,False,captain phillips,tt1535109,Captain Phillips,Captain Phillips
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Idris Elba,Mandela: Long Walk to Freedom,False,mandela long walk to freedom,tt2304771,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams,American Hustle,True,american hustle,tt1800241,American Hustle,American Hustle
